Datetime,Zone 1,Zone 1 seasonal naive,Zone 2,Zone 2 seasonal naive,Zone 3,Zone 3 seasonal naive
2018-01-03 06:00:00,23266.48029372033,22803.549,19139.226580503764,19283.83,9660.508,9633.613
2018-01-03 07:00:00,23266.48029372033,23081.37,19139.226580503764,19237.803,8654.217,7883.7935
2018-01-03 08:00:00,25186.86341315878,24944.994,20192.0080932339,20107.395,8585.075,7920.288
2018-01-03 09:00:00,27337.205795764254,28291.002,22577.61115855712,22621.049,9280.961,8845.138
2018-01-03 10:00:00,31285.431833799088,30900.887,24999.083751673952,24844.432,9890.244,9681.633
2018-01-03 11:00:00,34040.2737851569,33675.03,25410.861630579395,26570.113,10318.372,10418.247
2018-01-03 12:00:00,34040.2737851569,34129.277,26816.832872651936,27488.188,10817.705,10646.818
2018-01-03 13:00:00,34040.2737851569,33397.21,26816.832872651936,27494.938,11036.422,10830.252
2018-01-03 14:00:00,32505.042065247027,32912.547,26816.832872651936,27387.543,10423.639,10402.881
2018-01-03 15:00:00,32505.042065247027,32225.096,26816.832872651936,27432.342,10423.639,10403.842
2018-01-03 16:00:00,32505.042065247027,32411.66,26816.832872651936,27348.88,10688.552,10580.552
2018-01-03 17:00:00,35532.38511240279,37667.934,32027.461960369208,32115.373,15156.717,15201.921
2018-01-03 18:00:00,41340.657175624176,40468.44,32027.461960369208,34429.58,16980.47,16729.893
2018-01-03 19:00:00,38984.30690255518,39730.293,32027.461960369208,34170.605,17097.307,16573.35
2018-01-03 20:00:00,38984.30690255518,39387.58,32027.461960369208,33972.383,17152.719,16581.033
2018-01-03 21:00:00,37476.290352109354,37296.832,32027.461960369208,32298.252,16638.68,16014.405
2018-01-03 22:00:00,34040.2737851569,34149.555,28300.458982417138,29264.191,15653.797,14859.063
2018-01-03 23:00:00,29251.57248352719,29270.469,24812.827455839157,24965.326,13727.208,13112.125
2018-01-04 00:00:00,25186.86341315878,25743.98,21970.093170501477,21582.693,11986.876,11277.791
2018-01-04 01:00:00,23266.48029372033,23499.113,19139.226580503764,18874.502,10773.718,10177.19
2018-01-04 02:00:00,21835.292818904752,22053.232,17800.297379968233,17533.6,9872.17,9670.108
2018-01-04 03:00:00,21835.292818904752,21189.354,17097.38830019167,16959.19,9862.669,9390.637
2018-01-04 04:00:00,21835.292818904752,21183.27,16575.775267289875,16759.129,9775.453,9326.29
2018-01-04 05:00:00,21835.292818904752,21966.033,17800.297379968233,17512.734,9678.305,9571.188
2018-01-04 06:00:00,23266.48029372033,23707.984,19139.226580503764,18905.186,9595.172,9502.041
2018-01-04 07:00:00,23266.48029372033,23044.867,18798.74484147289,18671.984,8346.235,7734.934
2018-01-04 08:00:00,25186.86341315878,24395.438,19139.226580503764,19802.393,8346.235,7484.274
2018-01-04 09:00:00,27337.205795764254,27487.959,21869.003104993328,21998.773,8596.043,8363.025
2018-01-04 10:00:00,29251.57248352719,30470.977,24290.046343747137,24376.19,9392.371,9002.641
2018-01-04 11:00:00,32505.042065247027,32450.19,24812.827455839157,25437.865,9870.603,9482.833
2018-01-04 12:00:00,34040.2737851569,33366.793,25410.861630579395,26487.266,9975.869,9889.075
2018-01-04 13:00:00,32505.042065247027,32971.355,26816.832872651936,26945.69,10144.936,10094.598
2018-01-04 14:00:00,32505.042065247027,32389.354,26816.832872651936,26890.457,10110.876,10172.389
2018-01-04 15:00:00,32505.042065247027,32095.31,26816.832872651936,27376.496,9975.869,9990.876
2018-01-04 16:00:00,32505.042065247027,32644.867,26816.832872651936,27265.418,10110.876,10008.163
2018-01-04 17:00:00,38984.30690255518,39192.902,31025.479228477478,31015.035,14379.914,14579.592
2018-01-04 18:00:00,43882.56984844798,43571.1,31025.479228477478,31266.033,16315.649,16100.841
2018-01-04 19:00:00,41340.657175624176,40876.047,32027.461960369208,32586.684,16432.492,16159.424
2018-01-04 20:00:00,38984.30690255518,39344.992,32027.461960369208,33590.06,16610.947,16434.094
2018-01-04 21:00:00,37476.290352109354,38008.617,32027.461960369208,32486.04,16433.35,15903.001
2018-01-04 22:00:00,34256.33455972302,34778.2,28300.458982417138,29876.035,15138.96,14685.234
2018-01-04 23:00:00,29251.57248352719,29976.172,25410.861630579395,25846.578,13467.777,13008.403
2018-01-05 00:00:00,27337.205795764254,26161.725,22078.35336268519,22163.24,11887.777,11515.967
2018-01-05 01:00:00,23266.48029372033,23941.191,19139.226580503764,19589.445,10299.8955,10374.069
2018-01-05 02:00:00,23266.48029372033,22320.912,17097.38830019167,17891.377,9872.17,9654.742
2018-01-05 03:00:00,21835.292818904752,21485.424,17097.38830019167,17195.459,9826.949,9491.477
2018-01-05 04:00:00,21835.292818904752,20952.092,17097.38830019167,17187.48,9775.453,9374.31
2018-01-05 05:00:00,21835.292818904752,21556.4,17097.38830019167,17917.766,9678.305,9608.644
2018-01-05 06:00:00,23266.48029372033,23164.512,19139.226580503764,19434.797,9595.172,9388.716
2018-01-05 07:00:00,23266.48029372033,22712.295,19139.226580503764,19215.71,8346.235,7607.203
2018-01-05 08:00:00,23266.48029372033,24012.168,19139.226580503764,19976.68,8346.235,7470.828
2018-01-05 09:00:00,27337.205795764254,27273.004,22577.61115855712,22262.043,8596.043,8330.372
2018-01-05 10:00:00,29251.57248352719,29994.424,24999.083751673952,24415.465,9658.103,9115.967
2018-01-05 11:00:00,32505.042065247027,31920.912,25410.861630579395,25942.928,9782.366,9696.038
2018-01-05 12:00:00,29251.57248352719,31055.006,25410.861630579395,25949.064,10052.506,9964.946
2018-01-05 13:00:00,31285.431833799088,30935.361,25410.861630579395,26382.94,10105.022,9877.551
2018-01-05 14:00:00,29251.57248352719,30947.53,25410.861630579395,26035.594,9941.81,9708.523
2018-01-05 15:00:00,29251.57248352719,30497.338,25410.861630579395,25826.941,9975.869,9503.962
2018-01-05 16:00:00,29251.57248352719,30420.28,24812.827455839157,25330.469,9941.81,9722.929
2018-01-05 17:00:00,35459.77150238368,35350.062,28300.458982417138,30114.76,14177.404,14303.001
2018-01-05 18:00:00,38984.30690255518,39196.957,32027.461960369208,33501.074,16315.649,16258.344
2018-01-05 19:00:00,37476.290352109354,38381.75,32027.461960369208,33111.996,16610.09,16456.182
2018-01-05 20:00:00,37476.290352109354,38146.516,32027.461960369208,32834.0,17169.166,16635.773
2018-01-05 21:00:00,37403.67674209024,36578.96,32027.461960369208,32103.1,16433.35,15979.832
2018-01-05 22:00:00,34040.2737851569,33705.45,28300.458982417138,29626.266,15138.96,14615.126
2018-01-05 23:00:00,31285.431833799088,30320.912,25410.861630579395,26651.12,13521.88,13455.942
2018-01-06 00:00:00,25186.86341315878,25985.297,22577.61115855712,22967.168,12046.001,12032.653
2018-01-06 01:00:00,23266.48029372033,22984.031,19139.226580503764,19945.383,11148.186,10648.739
2018-01-06 02:00:00,21835.292818904752,21479.342,18198.8168870119,18269.408,10001.323,9884.273
2018-01-06 03:00:00,21835.292818904752,20532.32,17097.38830019167,17389.996,9826.949,9609.604
2018-01-06 04:00:00,21835.292818904752,20380.229,17097.38830019167,17186.254,9775.453,9458.823
2018-01-06 05:00:00,21835.292818904752,20773.637,17097.38830019167,17601.105,9678.305,9730.612
2018-01-06 06:00:00,21835.292818904752,22243.854,19139.226580503764,18931.574,9595.172,9504.922
2018-01-06 07:00:00,21835.292818904752,20372.117,17097.38830019167,17421.908,8346.235,7389.196
2018-01-06 08:00:00,21835.292818904752,21676.045,18485.169592514474,18551.09,8346.235,7318.1274
2018-01-06 09:00:00,25186.86341315878,25764.258,21869.003104993328,21537.281,8778.737,8410.084
2018-01-06 10:00:00,29251.57248352719,28848.67,23575.852690332435,23769.254,9731.958,9368.548
2018-01-06 11:00:00,31285.431833799088,30450.697,25410.861630579395,25531.758,9911.52,9855.462
2018-01-06 12:00:00,31285.431833799088,30621.04,25410.861630579395,26383.553,10648.8125,10199.279
2018-01-06 13:00:00,31285.431833799088,30359.441,25410.861630579395,26474.992,10274.089,10316.446
2018-01-06 14:00:00,31285.431833799088,29815.969,25410.861630579395,26180.424,11122.379,10597.839
2018-01-06 15:00:00,29251.57248352719,28771.61,25410.861630579395,25654.496,10857.466,10424.01
2018-01-06 16:00:00,29251.57248352719,28546.514,24812.827455839157,25164.16,11088.319,10592.077
2018-01-06 17:00:00,34040.2737851569,33979.215,28300.458982417138,29879.717,15005.943,15039.616
2018-01-06 18:00:00,37476.290352109354,37929.53,32027.461960369208,32764.652,17051.473,16786.555
2018-01-06 19:00:00,37476.290352109354,37513.816,32027.461960369208,32497.7,17168.309,16926.771
2018-01-06 20:00:00,37476.290352109354,37008.87,32027.461960369208,32020.252,17169.166,16998.799
2018-01-06 21:00:00,37403.67674209024,35358.176,31025.479228477478,30757.9,16947.39,16608.883
2018-01-06 22:00:00,34040.2737851569,33993.41,28300.458982417138,28477.447,16304.863,15614.886
2018-01-06 23:00:00,31285.431833799088,30107.984,25410.861630579395,25713.408,14652.408,14143.577
